Domain ID,Domain Name,Domain Description,Proposal ID,Proposal Text,Sentiment,Sentiment Category,Rationale
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_060,Offer 30% matching funds for private property climate resilience improvements.,0.6,supportive_measures,Provides meaningful incentives for adaptation measures
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_065,Require all critical infrastructure upgrades to incorporate 2050 climate projections.,0.65,supportive_measures,Sets mandatory but achievable climate resilience standards
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_070,Implement comprehensive flood early warning system with automated alerts and evacuation protocols.,0.7,supportive_measures,Creates robust systems for climate-related emergency response
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_075,Mandate climate risk assessments and adaptation plans for all municipal capital projects.,0.75,supportive_measures,Strong requirements for climate-resilient infrastructure
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_080,Create resilience zones requiring all new development to withstand category 5 hurricanes and 500-year floods.,0.8,proactive_action,Major investment in climate-resilient infrastructure
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_085,"Establish integrated climate resilience system combining natural infrastructure, early warning, and adaptive management.",0.85,proactive_action,Comprehensive transformation of risk management
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_090,"Require all neighborhoods to achieve specific resilience metrics for heat, flooding, and storm impacts.",0.9,proactive_action,Transformative approach to community-wide resilience
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_095,Create climate-resilient infrastructure network with redundant systems and adaptive capacity for 2100 projections.,0.95,proactive_action,Near-complete transformation to future-proof systems
natural_hazards,Natural Hazards,"Disaster resilience, risk management, and climate adaptation planning",HZD_100,"Mandate comprehensive climate resilience achieving protection against all projected 2100 hazards through integrated infrastructure, natural systems, and community preparation by 2026.",1.0,proactive_action,Complete transformation to climate-resilient city systems
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_000,Eliminate all municipal recycling programs and mandate single-stream waste collection with explicit prohibition of waste sorting.,0.0,active_resistance,Actively dismantles existing waste reduction infrastructure while creating barriers to sustainable waste management practices
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_005,Remove all public recycling bins and reallocate recycling program funding to increase landfill capacity.,0.05,active_resistance,Deliberately reduces waste diversion opportunities while expanding traditional waste disposal infrastructure
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_010,"Restrict waste audits to annual volume measurements only, explicitly excluding composition analysis or reduction strategies.",0.1,active_resistance,Systematically limits data collection that could support waste reduction initiatives
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_015,Mandate all municipal facilities to use single-use disposable products in cafeterias and break rooms.,0.15,active_resistance,Enforces wasteful practices in direct municipal operations
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_020,Cap recycling program funding at 10% of waste management budget regardless of diversion potential.,0.2,minimal_acknowledgment,Actively limits resources for waste reduction programs
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_025,Record total waste volumes collected without implementing any reduction measures.,0.25,minimal_acknowledgment,Provides basic monitoring without action toward improvement
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_030,Allow optional recycling bins in municipal buildings when requested by department heads.,0.3,minimal_acknowledgment,Permits but doesn't encourage waste reduction practices
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_035,Conduct basic waste audits annually with voluntary reduction suggestions for departments.,0.35,minimal_acknowledgment,Creates awareness without requiring specific actions
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_040,Install recycling bins alongside trash containers in main public areas only.,0.4,balanced_approach,Provides basic infrastructure without comprehensive coverage
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_045,Consider both waste reduction and disposal costs equally in program planning.,0.45,balanced_approach,Balances environmental and operational factors without preference
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_050,Maintain current waste collection systems with equal promotion of recycling and disposal options.,0.5,balanced_approach,Provides neutral support for all waste management methods
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_055,Implement waste tracking systems in all municipal buildings with monthly reporting.,0.55,balanced_approach,Enhanced monitoring encouraging voluntary improvement
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_060,Offer 20% rebate on commercial waste fees for businesses achieving 40% recycling rates.,0.6,supportive_measures,Creates meaningful incentives for waste reduction
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_065,Require all municipal facilities to achieve 50% waste diversion through recycling and composting.,0.65,supportive_measures,Sets mandatory but achievable waste reduction targets
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_070,Implement RFID tracking on all waste bins to charge variable rates based on disposal volumes.,0.7,supportive_measures,Uses technology to create direct waste reduction incentives
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_075,Mandate commercial properties to achieve 60% waste diversion with phased implementation over 3 years.,0.75,supportive_measures,Strong requirements with practical timeline
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_080,Establish municipal composting facility processing 75% of organic waste by 2026.,0.8,proactive_action,Major infrastructure investment in waste reduction
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_085,Require 85% waste diversion for all construction projects through reuse and recycling.,0.85,proactive_action,Comprehensive waste reduction in major waste-generating sector
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_090,Implement city-wide organic waste collection with mandatory participation and processing into renewable energy.,0.9,proactive_action,Transformative program converting waste to energy
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_095,Create circular economy zones requiring 95% waste diversion and material reuse by 2027.,0.95,proactive_action,Near-complete transformation of waste management
waste,Waste,"Waste reduction, recycling, composting, and resilient waste management systems",WST_100,Mandate zero-waste operations for all municipal facilities by 2026 with required supplier participation.,1.0,proactive_action,Complete transformation to circular material management
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_000,Remove all water conservation requirements and prohibit installation of water-efficient fixtures in municipal buildings while mandating standard-flow fixtures.,0.0,active_resistance,"Actively works against water conservation by removing existing measures and preventing efficiency improvements, directly increasing energy use for water treatment and distribution"
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_005,Eliminate water usage monitoring systems and require all irrigation systems to operate on fixed schedules regardless of weather conditions.,0.05,active_resistance,Deliberately promotes water waste by removing monitoring capabilities and enforcing inefficient practices
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_010,Ban rainwater harvesting systems and greywater recycling in all municipal properties.,0.1,active_resistance,Systematically prevents water conservation measures that could reduce energy-intensive municipal water demand
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_015,Mandate continuous operation of decorative water features in all public spaces without recirculation systems.,0.15,active_resistance,Enforces wasteful water practices that increase energy consumption for pumping and treatment
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_020,"Restrict leak detection activities to visible surface water only, prohibiting proactive infrastructure monitoring.",0.2,minimal_acknowledgment,Actively limits maintenance that could prevent water and energy waste from leaking infrastructure
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_025,Record monthly water consumption data without implementing any conservation measures.,0.25,minimal_acknowledgment,Provides basic monitoring without taking steps to reduce water-related energy use
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_030,Allow optional low-flow fixture installations only during scheduled plumbing maintenance.,0.3,minimal_acknowledgment,Permits but doesn't encourage water efficiency improvements that could reduce energy consumption
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_035,Conduct annual water audits of municipal buildings with voluntary reduction targets.,0.35,minimal_acknowledgment,Creates awareness of water usage patterns without requiring specific conservation actions
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_040,Install basic water meters in municipal buildings to track consumption patterns.,0.4,balanced_approach,Provides fundamental usage data without mandating efficiency improvements
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_045,Consider both water conservation and operational convenience equally in facility management.,0.45,balanced_approach,Balances efficiency with practical considerations without prioritizing either
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_050,Maintain current water infrastructure with equal focus on efficiency and traditional operations.,0.5,balanced_approach,Takes a neutral approach to water system management and efficiency
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_055,Implement real-time water consumption monitoring with public dashboard displays.,0.55,balanced_approach,Promotes transparency and awareness that can drive voluntary conservation
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_060,Offer 25% rebates for installation of water-efficient irrigation systems in public spaces.,0.6,supportive_measures,Creates meaningful incentives for reducing outdoor water consumption
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_065,Require all new municipal buildings to achieve 30% water reduction compared to baseline.,0.65,supportive_measures,Sets mandatory but achievable water conservation targets
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_070,Install smart water meters with leak detection in all municipal facilities within 2 years.,0.7,supportive_measures,Deploys technology to actively prevent water waste
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_075,"Mandate water recycling systems in all municipal buildings larger than 10,000 square feet.",0.75,supportive_measures,Strong requirements for water reuse in larger facilities
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_080,Implement district-scale water recycling systems treating 50% of municipal wastewater for reuse.,0.8,proactive_action,Major infrastructure investment in water conservation
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_085,Require 75% reduction in potable water use through efficiency and recycling in all municipal operations.,0.85,proactive_action,Comprehensive transformation of water management practices
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_090,Create water-neutral zones requiring 100% on-site water recycling for new developments.,0.9,proactive_action,Transformative approach to water self-sufficiency
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_095,Establish closed-loop water systems with 95% water recycling in all municipal facilities by 2027.,0.95,proactive_action,Near-complete transformation to circular water management
water,Water,"Water conservation, efficiency, treatment, and infrastructure resilience",WTR_100,"Mandate net-zero water consumption for all municipal operations through conservation, recycling, and rainwater harvesting by 2026.",1.0,proactive_action,Complete transformation to sustainable water management
